organismCode,antibioticCode,sari
ECOL,AAMI,0.0196078431373
LFC,ACIP,0.0846859562456
LFC,AAMO,0.703467799009
LFC,ATAZ,0.0403968816442
LFC,AGEN,0.0368532955351
LFC,ATRI,0.242725337119
LFC,ACXM,0.0797720797721
LFC,ATEM,0.0256776034237
LFC,ACAZ,0.0342857142857
LFC,AAUG,0.277340957827
LFC,ACXT,0.117394416607
LFC,AERT,0.00576368876081
LFC,ACTX,0.0334545454545
ECOL,ATOB,0.353685778109
ECOL,AAZT,0.402429764617
ENTC,ASYN,0.538520801233
COLIF,ATRI,0.238546603476
ECOL,ACOL,0.0286168521463
COLIF,AERT,0.0369477911647
ECOL,ATIG,0.0203417412531
PSEUD,AIMP,0.108985024958
ENTC,ATET,0.738945578231
NGON,ATET,0.768566493955
ENTB,AAMO,0.929480901077
ENTB,ACXM,0.286274509804
ENTB,ACAZ,0.199410609037
ENTB,AAUG,0.920432220039
ENTB,ACXT,0.935166994106
ENTB,ACTX,0.198623402163
ENTB,ATAZ,0.0984251968504
ENTB,ACIP,0.0570866141732
ENTB,AGEN,0.0266535044423
A_MANAEROBE,AMTZ,0.0
CNS,AMUP,0.316
BHSB,AMLS,0.860301507538
PROTE,AGEN,0.0808597748209
PROTE,ACIP,0.118852459016
PROTE,ATAZ,0.00411946446962
PROTE,ACXM,0.0887512899897
PROTE,AAMO,0.328173374613
PROTE,ACAZ,0.0165975103734
PROTE,ACXT,0.0353798126951
PROTE,AAUG,0.0835073068894
PROTE,ACTX,0.0283315844701
ECLO,AERT,0.148387096774
ECLO,ATEM,0.0905172413793
ECLO,ATAZ,0.146551724138
ECLO,AAMO,0.915948275862
ECLO,ACXM,0.290948275862
ECLO,ATRI,0.101402373247
ECLO,AAUG,0.934196332255
ECLO,ACXT,0.918015102481
ECLO,ACAZ,0.222462203024
ECLO,ACIP,0.0432432432432
ECLO,AGEN,0.0443722943723
COLIF,AAMI,0.0217391304348
ECLO,ACTX,0.224669603524
COLIF,ACOL,0.183020948181
CNS,ALIN,0.00111731843575
COLIF,AAZT,0.216991963261
ENTB,AMER,0.00818713450292
SMIL,APEN,0.0
SMIL,AERY,0.177860696517
ECOL,AESBL,0.401763224181
KPNE,ACIP,0.43615676359
KPNE,AERT,0.115189873418
KPNE,ACAZ,0.456962025316
KPNE,AAUG,0.551330798479
KPNE,ATAZ,0.365019011407
KPNE,ACXM,0.506970849176
KPNE,AGEN,0.285171102662
KPNE,ATRI,0.541191381496
KPNE,ATEM,0.214467005076
KPNE,ACXT,0.233799237611
KPNE,AAMO,0.994910941476
KPNE,ACTX,0.453955901427
SMIL,ACLI,0.126963350785
PROTE,ATEM,0.00924702774108
ENTB,ATEM,0.079575596817
SMIL,ATET,0.422666666667
PAER,A_TIMENTIN,0.258394160584
ENTB,AERT,0.14328358209
ENTB,ATRI,0.106766917293
COLIF,ACOT,0.287009063444
BHSCG,AMLS,0.656877897991
SMIL,AVAN,0.00462962962963
PROTE,ATRI,0.385692068429
ECLO,AAMI,0.0109375
SMIL,ATEI,0.00782472613459
ECLO,ATOB,0.0862068965517
ECLO,AMER,0.0110410094637
PSEUD,ATOB,0.086887835703
ECLO,ATIG,0.158478605388
ECLO,AAZT,0.256369426752
PROTE,AERT,0.0032154340836
PSEUD,ACOL,0.0438311688312
PSEUD,AAZT,0.666666666667
ENTB,AAMI,0.00327868852459
ECLO,AAMPC,0.0383333333333
ECOL,AAMPC,0.73018549747
PROTE,AMER,0.0
ENTB,ACOL,0.0928571428571
ECLO,ACOL,0.0180831826401
ENTB,ATOB,0.0623853211009
KPNE,ATOB,0.569060773481
KPNE,AMER,0.0793357933579
KPNE,AAMI,0.0940959409594
KPNE,ATIG,0.283858998145
KPNE,AAZT,0.57196969697
KLEBS,AGEN,0.319391634981
KLEBS,ACIP,0.403041825095
KLEBS,ATAZ,0.333333333333
KLEBS,ACAZ,0.419047619048
KLEBS,AAUG,0.48380952381
KLEBS,ACXT,0.192380952381
KLEBS,ACXM,0.48380952381
KLEBS,AAMO,0.986641221374
KLEBS,ACTX,0.416826003824
ENTB,AAZT,0.192913385827
ACINE,AGEN,0.0512820512821
ACINE,ACIP,0.0494071146245
ACINE,ATAZ,0.0595238095238
EFAS,AVAN,0.0
BHSB,AVAN,0.0
EFAS,AAMO,0.00828157349896
KPNE,ACOL,0.0186335403727
EFAS,AGEN,0.240663900415
ENTB,AAMPC,0.0355648535565
EFAS,ALIN,0.0
EFAS,ATEI,0.0169491525424
EFAS,ATET,0.850649350649
COLIF,AAMPC,0.749440715884
ENTB,ATIG,0.136674259681
KLEBS,AMER,0.037037037037
ACINE,AMER,0.0676328502415
BHSB,ATEI,0.00247524752475
COLIF,AESBL,0.937965260546
SMAL,ACOT,0.0654911838791
KLEBS,ATEM,0.15641025641
ACINE,ACAZ,0.596401028278
ACINE,AAMO,0.434108527132
ACINE,ACXM,0.403645833333
ACINE,ACTX,0.612565445026
ACINE,ACXT,0.643044619423
ACINE,AAUG,0.255936675462
KPNE,AESBL,0.305039787798
ACINE,AAMI,0.0272479564033
KLEBS,AERT,0.099173553719
PMIR,ATAZ,0.00552486187845
PMIR,AGEN,0.0994475138122
PMIR,ACIP,0.0775623268698
PMIR,AAMO,0.325
PMIR,ACXM,0.0278551532033
KLEBS,ATRI,0.428969359331
PMIR,ACAZ,0.0445682451253
PMIR,ATEM,0.0
PMIR,ACXT,0.0335195530726
BHSA,AMLS,0.898016997167
PMIR,ATRI,0.406162464986
PMIR,AAUG,0.140845070423
PMIR,AERT,0.0
ACINE,ATEM,0.606232294618
PMIR,ACTX,0.0431034482759
KLEBS,AAMI,0.0695652173913
ECLO,AESBL,0.850299401198
ACINE,AERT,0.807228915663
COLIF,ATOB,0.12084592145
KLEBS,ATOB,0.539393939394
ACINE,ATRI,0.953846153846
KLEBS,ACOL,0.0877742946708
A_ISOLATED,AMTZ,0.00636942675159
ABAU,ACIP,0.501607717042
ABAU,AGEN,0.416129032258
ABAU,ATAZ,0.506451612903
ENTB,AESBL,0.957516339869
ENTB,A_CEFPODOX,0.205211726384
ENTB,AIMP,0.0
BHSCG,AVAN,0.0
SERRA,ACIP,0.139072847682
SERRA,ACXM,0.950331125828
SERRA,ATAZ,0.023178807947
SERRA,AGEN,0.00662251655629
SERRA,AAMO,0.966887417219
SERRA,ACXT,0.867109634551
SERRA,AAUG,0.923588039867
SERRA,ACAZ,0.0963455149502
SERRA,ACTX,0.173333333333
CNS,ATEI,0.0135593220339
ABAU,AMER,0.486206896552
LFC,AAMI,0.0142857142857
LFC,AMER,0.00357142857143
ECOL,AIMP,0.0036231884058
LFC,ATOB,0.08
ECOL,A_CEFPODOX,0.367272727273
BHSC,ATET,0.367272727273
BHSC,APEN,0.0
BHSC,AERY,0.287272727273
BHSC,ACLI,0.178181818182
PROTE,AIMP,0.0
LFC,ATIG,0.0586080586081
PROTE,A_CEFPODOX,0.0404411764706
ABAU,AAMO,0.977859778598
ABAU,AAMI,0.317343173432
ABAU,ACAZ,0.926199261993
ABAU,ACXM,0.951672862454
MMOR,AGEN,0.153558052434
MMOR,ACIP,0.269662921348
ABAU,ACXT,0.970037453184
MMOR,ACAZ,0.131086142322
ABAU,ACTX,0.958801498127
MMOR,ATAZ,0.00374531835206
CNS,AMLS,0.621722846442
MMOR,ACXT,0.609022556391
MMOR,AAUG,0.936090225564
MMOR,AAMO,0.962406015038
LFC,AAZT,0.0867924528302
MMOR,ACXM,0.62641509434
SMAR,ACXM,0.958490566038
SMAR,AGEN,0.00754716981132
SMAR,ATAZ,0.0377358490566
SMAR,ATEM,0.139622641509
SMAR,AAMO,0.981132075472
ABAU,AAUG,0.8
SMAR,ACIP,0.0603773584906
SMAR,ATRI,0.420454545455
SMAR,ACXT,0.875
SMAR,ACAZ,0.0454545454545
SMAR,AERT,0.0190114068441
SMAR,AAUG,0.969465648855
KLEBS,AAZT,0.521072796935
COLIF,ATIG,0.0842911877395
MMOR,ACTX,0.153256704981
SMAR,ACTX,0.109375
SMIL,AMLS,0.838582677165
KLEBS,ATIG,0.277777777778
SERRA,AMER,0.00401606425703
BHSCG,ATEI,0.0
ACINE,ATOB,0.105691056911
SERRA,ATEM,0.225409836066
KPNE,AAMPC,0.716666666667
MMOR,ATEM,0.0167364016736
LFC,ACOL,0.0255319148936
COLIF,A_TIMENTIN,0.363247863248
PROTE,AAMI,0.012987012987
ACINE,AAZT,0.857142857143
LFC,AAMPC,0.735682819383
SERRA,ATRI,0.458149779736
ALWO,ACIP,0.00440528634361
ALWO,AGEN,0.0
MMOR,ATRI,0.663716814159
MMOR,AERT,0.0133333333333
PROTE,ACOL,0.942222222222
ABAU,ATOB,0.370535714286
ACINE,ACOL,0.0358744394619
AHS,AERY,0.283783783784
ALWO,ATAZ,0.00900900900901
AHS,APEN,0.108597285068
ABAU,ACOL,0.0363636363636
ACINE,ATIG,0.129032258065
PROTE,AAZT,0.0558139534884
ABAU,ATEM,0.967136150235
AHS,ATET,0.382075471698
CITRO,AAMO,0.92380952381
LFC,AESBL,0.909090909091
CITRO,AGEN,0.0380952380952
CITRO,ACXT,0.454545454545
CITRO,ACAZ,0.11004784689
CITRO,ACIP,0.0526315789474
CITRO,ACTX,0.0956937799043
CITRO,ATAZ,0.0913461538462
CITRO,AAUG,0.4375
CITRO,ACXM,0.182692307692
SERRA,AERT,0.00961538461538
ABAU,AERT,0.959390862944
CKOS,ACXM,0.10824742268
CKOS,ACIP,0.0
CKOS,ATRI,0.0518134715026
CKOS,AGEN,0.0466321243523
CKOS,ATEM,0.0155440414508
CKOS,AAUG,0.0518134715026
CKOS,ATAZ,0.0103626943005
CKOS,AAMO,0.963730569948
CKOS,ACAZ,0.015625
CKOS,ACXT,0.0677083333333
CKOS,AERT,0.0
MMOR,AMER,0.0
ABAU,ATRI,0.920212765957
SMAR,ATOB,0.0802139037433
SMAR,ATIG,0.16577540107
SMAR,AAMI,0.00534759358289
SMAR,AMER,0.00540540540541
SAUR,ACHL,0.0111111111111
ECOL,ACOT,0.601092896175
CKOS,ACTX,0.016393442623
SMAR,AAZT,0.021978021978
ABAU,ATIG,0.376404494382
ABAU,AAZT,0.949152542373
KOXY,ACIP,0.0508474576271
KOXY,AGEN,0.0395480225989
BHSA,AVAN,0.00568181818182
KOXY,ACXM,0.238636363636
KOXY,ATAZ,0.181818181818
KOXY,ACXT,0.0511363636364
KOXY,ATRI,0.0909090909091
KOXY,AAMO,0.965909090909
KOXY,AAUG,0.25
KOXY,ATEM,0.0284090909091
KOXY,ACAZ,0.0511363636364
KOXY,AERT,0.0171428571429
PSEUD,A_TIMENTIN,0.306358381503
AHS,AVAN,0.00581395348837
SERRA,AAMI,0.0232558139535
KOXY,ACTX,0.0872093023256
SERRA,ATOB,0.0892857142857
AHS,ATEI,0.00595238095238
SMAR,AAMPC,0.0538922155689
AHS,ACLI,0.107784431138
SMAR,ACOL,0.70303030303
ALWO,ACAZ,0.29696969697
SERRA,ACOL,0.709090909091
ALWO,ATEM,0.171779141104
ALWO,ACXM,0.0184049079755
ALWO,AAMO,0.0184049079755
ALWO,ACTX,0.320987654321
ALWO,ACXT,0.444444444444
ALWO,ATRI,0.938271604938
ALWO,AERT,0.639751552795
BHSA,ATEI,0.00625
ALWO,AAUG,0.0062893081761
CITRO,AMER,0.0062893081761
MMOR,AAMI,0.0
ALWO,AAMI,0.0
ENTB,ACOT,0.147435897436
KLEBS,AESBL,0.474358974359
CITRO,ATEM,0.0592105263158
ALWO,AMER,0.0
MMOR,ACOL,0.933333333333
PROTE,ATOB,0.120805369128
MMOR,ATOB,0.0738255033557
CITRO,ATRI,0.0810810810811
BACIL,ACLI,0.367346938776
BACIL,AERY,0.265306122449
BACIL,APEN,0.897959183673
BACIL,AFUS,0.813793103448
SERRA,ATIG,0.186206896552
KLEBS,AIMP,0.0138888888889
SERRA,AAZT,0.0486111111111
KLEBS,A_CEFPODOX,0.440559440559
SPNE,AERY,0.198581560284
SPNE,ATET,0.13475177305
MMOR,AAZT,0.0428571428571
SPNE,APEN,0.0647482014388
CITRO,AERT,0.0287769784173
PROTE,ATIG,0.231884057971
PMIR,AAMI,0.036231884058
ENTAE,ATAZ,0.25
PMIR,ATIG,0.303703703704
ENTAE,ACXM,0.303703703704
PMIR,ATOB,0.148148148148
PMIR,AMER,0.0
ENTAE,ACIP,0.0592592592593
ENTAE,ATEM,0.140740740741
ENTAE,ACAZ,0.22962962963
MMOR,ATIG,0.111940298507
ENTAE,AAMO,0.985074626866
CORYN,APEN,0.776119402985
ENTAE,ATRI,0.15671641791
ENTAE,AGEN,0.089552238806
ENTAE,ACTX,0.231343283582
ENTAE,AERT,0.194029850746
ENTAE,ACXT,0.984962406015
ENTAE,AAUG,0.962406015038
PMIR,AAZT,0.0451127819549
ECOL,A_TIMENTIN,0.664122137405
PMIR,ACOL,0.9765625
CORYN,ACIP,0.708661417323
BACIL,AVAN,0.0236220472441
SPNE,AMOX,0.0
SPNE,AVAN,0.0
SPNE,ALEV,0.0
KLEBS,AAMPC,0.806722689076
NMEN,ACIP,0.111111111111
SAUR,AOFL,0.178571428571
ENTB,A_TIMENTIN,0.392857142857
CORYN,AVAN,0.0
NMEN,ANAL,0.0545454545455
SAUR,ANEO,0.0471698113208
EFAM,AAMO,0.97247706422
EFAM,AGEN,0.509259259259
MMOR,AAMPC,0.101851851852
EFAM,ALIN,0.0
EFAM,AVAN,0.141509433962
EFAM,ATEI,0.173076923077
BACIL,AGEN,0.0291262135922
SERRA,AAMPC,0.0970873786408
PROTE,AAMPC,0.882352941176
BACIL,ATET,0.0882352941176
BACIL,ACIP,0.00980392156863
NLF,AGEN,0.02
CITRO,AAMI,0.01
NLF,ACIP,0.13
NLF,ACXM,0.212121212121
NLF,ATAZ,0.0606060606061
CITRO,ATOB,0.0909090909091
KOXY,ATOB,0.0918367346939
KOXY,AAMI,0.0102040816327
BACIL,ARIF,0.785714285714
EFAM,ATET,0.65306122449
NLF,AAMO,0.775510204082
CORYN,ACLI,0.742268041237
NLF,ATEM,0.144329896907
KOXY,AAZT,0.278350515464
KOXY,AMER,0.0103092783505
CORYN,AERY,0.78125
BACIL,ATRI,0.78125
SMAR,AESBL,0.957894736842
CORYN,AFUS,0.431578947368
KLEBS,ACOT,0.578947368421
KOXY,ATIG,0.0947368421053
NLF,ACAZ,0.063829787234
CITRO,ACOL,0.0425531914894
NLF,ATRI,0.287234042553
PROTE,AESBL,1.0
A_NYI,AGEN,0.010752688172
ENTAE,AMER,0.0537634408602
ENTAE,ATIG,0.118279569892
ENTAE,AAMI,0.0322580645161
NLF,ACXT,0.336956521739
NLF,AERT,0.0652173913043
NLF,AAUG,0.43956043956
CORYN,ATET,0.285714285714
CORYN,AGEN,0.285714285714
BACIL,AMUP,0.879120879121
ALWO,ATIG,0.1
ENTAE,ATOB,0.0888888888889
A_NYI,ACIP,0.133333333333
ALWO,ATOB,0.0
NLF,ACTX,0.0888888888889
PSTU,ACIP,0.0224719101124
CORYN,ARIF,0.157303370787
PSTU,ACAZ,0.0224719101124
PSTU,AGEN,0.0
BACIL,AMET,0.808988764045
PROTE,ACOT,0.23595505618
PSTU,ATAZ,0.0
PSTU,AAMI,0.0
PSTU,AMER,0.0
ENTAE,AAZT,0.238636363636
CITRO,AAZT,0.16091954023
CORYN,ATRI,0.83908045977
KOXY,ACOL,0.0114942528736
ALWO,AAZT,0.735632183908
CITRO,ATIG,0.0941176470588
A_NYI,AERY,0.247058823529
ENTAE,AAMPC,0.0117647058824
A_NYI,ACLI,0.190476190476
NMEN,ASPE,0.0
KLEBS,A_TIMENTIN,0.785714285714
A_NYI,APEN,0.493975903614
CFRE,ATRI,0.121951219512
CFRE,ACIP,0.0609756097561
CFRE,ACXM,0.268292682927
CFRE,ACXT,0.939024390244
CFRE,AAMO,0.951219512195
CFRE,AAUG,0.939024390244
CFRE,AERT,0.0853658536585
CFRE,AGEN,0.0365853658537
CFRE,ATAZ,0.207317073171
CFRE,ATEM,0.0609756097561
CFRE,ACAZ,0.243902439024
CKOS,AAMI,0.0
CKOS,ATOB,0.0246913580247
NMEN,AAZI,0.0
CKOS,ATIG,0.037037037037
CKOS,AAZT,0.025
CFRE,ACTX,0.25
CKOS,AMER,0.0
ENTAE,ACOL,0.0384615384615
NMEN,ACONE,0.0
A_NYI,ATET,0.289473684211
CITRO,AAMPC,0.32
NMEN,ACIX,0.0
ALWO,ACOL,0.027027027027
CORYN,AMET,0.291666666667
CORYN,AMUP,0.957746478873
MMOR,AESBL,0.898550724638
A_NYI,ATRI,0.157142857143
BCER,APEN,1.0
CKOS,ACOL,0.0434782608696
BCER,ATRI,1.0
BCER,AMUP,0.897058823529
BCER,ACLI,0.132352941176
BFRA,AMTZ,0.0441176470588
BCER,ATET,0.223880597015
BCER,ARIF,0.878787878788
BCER,AGEN,0.030303030303
BCER,AFUS,0.909090909091
ENTC,ATRI,0.848484848485
BCER,AMET,0.954545454545
SERRA,AESBL,0.923076923077
BCER,AERY,0.138461538462
BCER,ACIP,0.0153846153846
ABAU,AIMP,0.52380952381
A_SFLORA,AGEN,0.142857142857
ENTC,ARIF,0.952380952381
PMIR,AESBL,0.951612903226
BHSC,AMLS,0.540983606557
ABAU,A_CEFPODOX,0.983606557377
PMIR,AAMPC,0.866666666667
SERRA,A_CEFPODOX,0.0847457627119
ENTC,ACHL,0.169491525424
SERRA,AIMP,0.0169491525424
A_SFLORA,ACIP,0.258620689655
ENTC,ATIG,0.0
ABAU,ACOT,0.448275862069
CITRO,AIMP,0.0
CITRO,A_CEFPODOX,0.0714285714286
CFRE,AAMI,0.0181818181818
CFRE,AMER,0.0
CFRE,ATOB,0.111111111111
CFRE,ATIG,0.111111111111
ABAU,A_TIMENTIN,0.634615384615
CFRE,AAMPC,0.0192307692308
SANG,APEN,0.0
CFRE,AAZT,0.346153846154
SANG,AERY,0.22
ENTAE,AESBL,0.92
A_SFLORA,ATET,0.42
SANG,ACLI,0.12
BACIL,ATEI,0.1
KOXY,AESBL,0.8
CFRE,ACOL,0.0
A_NYI,AFUS,0.122448979592
ABAU,AAMPC,0.34693877551
A_NYI,AMET,0.224489795918
SANG,AVAN,0.0
A_NYI,ARIF,0.0
A_NYI,AMUP,0.0625
CITRO,AESBL,0.916666666667
A_SFLORA,AERY,0.297872340426
A_SFLORA,APEN,0.404255319149
ENTC,A_SULPHAME,1.0
BHSG,ATET,0.36170212766
BHSG,APEN,0.0
BHSG,AERY,0.340425531915
SANG,ATET,0.434782608696
BHSC,AVAN,0.0
A_SFLORA,ACLI,0.260869565217
SANG,ATEI,0.0
ACINE,AAMPC,0.431818181818
BHSG,ACLI,0.272727272727
PANTO,AAUG,0.0681818181818
PANTO,AAMO,0.227272727273
PANTO,ACAZ,0.0454545454545
PANTO,ACIP,0.0
PANTO,ACTX,0.0227272727273
PANTO,ACXM,0.0227272727273
PANTO,ACXT,0.272727272727
PANTO,AGEN,0.0
PANTO,ATAZ,0.0
ACINE,AIMP,0.186046511628
HINF,ATET,0.0
HINF,ACXM,0.0232558139535
HINF,AAMO,0.418604651163
CKOS,AESBL,0.93023255814
A_NYI,AMTZ,0.0
A_SFLORA,ATRI,0.238095238095
PANTO,ATEM,0.333333333333
CKOS,AAMPC,0.880952380952
ABAU,AESBL,0.785714285714
PANTO,AERT,0.0
KOXY,AAMPC,0.904761904762
A_NYI,ATAZ,0.0238095238095
PANTO,ATRI,0.0
A_NYI,ACAZ,0.0731707317073
BHSC,ATEI,0.0
HINF,AAUG,0.075
A_SFLORA,AMTZ,0.0
ACINE,A_CEFPODOX,0.358974358974
HINF,ANAL,0.0789473684211
A_PASTEURE,AAMO,0.0789473684211
A_PASTEURE,ACIP,0.0
A_PASTEURE,ACTX,0.0285714285714
A_SFLORA,ATAZ,0.0285714285714
ACINE,AESBL,0.885714285714
A_NYI,AMLS,0.742857142857
SEPI,ATRI,0.588235294118
SEPI,ACIP,0.647058823529
SEPI,AGEN,0.235294117647
SEPI,AERY,0.852941176471
SEPI,ACLI,0.676470588235
SEPI,ATET,0.235294117647
SEPI,AFUS,0.676470588235
SEPI,ARIF,0.264705882353
BCER,AVAN,0.0294117647059
SEPI,AMET,0.529411764706
MMOR,AIMP,0.0
SAUR,ABAC,0.0
SEPI,APEN,0.969696969697
A_SFLORA,ACAZ,0.121212121212
ECOL,ACONE,0.30303030303
SEPI,AMUP,0.242424242424
A_PASTEURE,ACXM,0.09375
A_PASTEURE,AGEN,0.125
MMOR,A_CEFPODOX,0.21875
BACTE,AMTZ,0.0
QMAN,AMTZ,0.0
A_PASTEURE,ATAZ,0.0
YEAST,AGEN,0.1875
PMUL,ACIP,0.0
HINF,ACLA,0.645161290323
A_PASTEURE,AAUG,0.0322580645161
PROTE,A_TIMENTIN,0.0
SCON,APEN,0.0
SCON,AERY,0.0967741935484
SCON,ACLI,0.166666666667
PMUL,ATEM,0.0
A_PASTEURE,ACXT,0.1
PMUL,ATAZ,0.0
SAUR,ACOL,0.8
STAPH,AGEN,0.0333333333333
A_NYI,AMER,0.0333333333333
PMUL,AGEN,0.233333333333
PMUL,AAUG,0.0
PMUL,AAMO,0.0
SCON,ATET,0.2
A_NYI,AAMI,0.0333333333333
A_PASTEURE,ACAZ,0.0
SMAL,ATAZ,0.241379310345
STAPH,AFUS,0.241379310345
SMAL,ACIP,0.793103448276
AEROM,AGEN,0.0689655172414
AEROM,ACAZ,0.103448275862
STAPH,ACIP,0.241379310345
STAPH,AERY,0.310344827586
AEROM,ACIP,0.103448275862
PSEUD,AAMO,0.793103448276
STAPH,ACLI,0.275862068966
AHS,AMLS,0.931034482759
STAPH,ATET,0.172413793103
PMUL,ACTX,0.0
STAPH,ATRI,0.275862068966
PMUL,ACXM,0.0
PMUL,AERT,0.0
STAPH,APEN,0.862068965517
PMUL,ACAZ,0.0
PMUL,ACXT,0.0
PMUL,ATRI,0.0
STAPH,AMUP,0.107142857143
STAPH,ARIF,0.0357142857143
A_PASTEURE,ATEM,0.107142857143
PANTO,AMER,0.0
PSEUD,ACXM,0.851851851852
CSTR,APEN,0.888888888889
CFRE,AESBL,0.888888888889
HPIN,ATET,0.148148148148
HPIN,AAMO,0.185185185185
NMEN,ACTX,0.037037037037
HPIN,AAUG,0.111111111111
YEAST,ACIP,0.185185185185
AEROM,ATAZ,0.0740740740741
CSTR,ACLI,0.692307692308
STAPH,AMET,0.153846153846
CSTR,AFUS,0.269230769231
HAEMO,AAMO,0.384615384615
PSEUD,AAUG,0.576923076923
CSTR,AMET,0.269230769231
CSTR,AERY,0.576923076923
CSTR,ARIF,0.0384615384615
A_SFLORA,AMLS,0.730769230769
CSTR,ATET,0.384615384615
HPIN,ANAL,0.0769230769231
A_PASTEURE,ATRI,0.115384615385
SCON,AVAN,0.0
SCON,ATEI,0.0
ACINE,ACOT,0.153846153846
HPIN,ACXM,0.0
SMAL,ACAZ,0.115384615385
CSTR,AGEN,0.08
PVUL,ATRI,0.52
SERRA,ACOT,0.2
CSTR,ATRI,0.8
CSTR,AMUP,1.0
AEROM,AMER,0.04
PVUL,ATEM,0.0
ALWO,AAMPC,0.76
ACHRO,ACIP,0.96
NMEN,ARIF,0.0
HAEMO,ACXM,0.12
NMEN,ACHL,0.0
NMEN,APEN,0.2
PVUL,AAUG,0.0
ACHRO,ACAZ,0.12
PVUL,ACAZ,0.0
PVUL,ATAZ,0.0
PVUL,ACIP,0.0
CSTR,ACIP,0.68
ACHRO,AGEN,0.84
PVUL,ACXM,0.72
PVUL,AAMO,0.96
PVUL,ACXT,0.0
PVUL,AERT,0.0
HAEMO,AAUG,0.16
PSEUD,ACXT,0.76
ACHRO,ATAZ,0.0
PVUL,AGEN,0.0
PANTO,AAMI,0.0
SAUR,ACXT,0.416666666667
A_SFLORA,AMER,0.0833333333333
A_PASTEURE,AERT,0.0
A_NYI,AAMO,0.666666666667
PVUL,ACTX,0.0
A_SFLORA,AAMO,0.75
CORYN,ALIN,0.0
NMEN,ATET,0.791666666667
PSEUD,ACTX,0.695652173913
A_SFLORA,AFUS,0.173913043478
PANTO,AAZT,0.0
A_SFLORA,AMET,0.217391304348
A_SFLORA,AMUP,0.0434782608696
A_SFLORA,AAMI,0.0434782608696
HAEMO,ATET,0.173913043478
PANTO,ATOB,0.0
A_SFLORA,ARIF,0.0
MCAT,ACXM,0.0
MCAT,AAUG,0.0869565217391
PANTO,ATIG,0.0
PSEUD,ATEM,0.913043478261
A_ASTREPTOC,AMTZ,0.0
SERRA,A_TIMENTIN,0.0434782608696
AEROM,AAMO,1.0
A_NYI,ACXM,0.227272727273
AEROM,ACXM,0.227272727273
