organismCode,antibioticCode,sari
PROTE,A_CEFPODOX,0.0298353909465
CNS,ACLI,0.32131822863
PSEUD,AAMI,0.0197505197505
CNS,AFUS,0.477083333333
CNS,ATET,0.247899159664
KPNE,AESBL,0.177215189873
BHSB,AVAN,0.0
SAUR,ANIT,0.00705882352941
SSAP,AAUG,0.0309523809524
ECOL,ATOB,0.54231227652
KPNE,ACOL,0.0156626506024
SAUR,AAUG,0.175675675676
COLIF,ATAZ,0.20901126408
SAUR,ARIF,0.00503778337531
MMOR,ATRI,0.607369758577
COLIF,AMER,0.0115384615385
MMOR,AAUG,0.973282442748
MMOR,ACIP,0.256997455471
MMOR,AGEN,0.177522349936
MMOR,ACELX,0.974457215837
COLIF,ACAZ,0.338046272494
COLIF,ACTX,0.33462033462
COLIF,ACXT,0.498711340206
MMOR,ANIT,0.896238651102
SAUR,AMUP,0.0435931307794
COLIF,AAMI,0.0185676392573
SSAP,AGEN,0.00269905533063
ENTB,AAUG,0.966170500677
ENTB,ACIP,0.0960757780785
ENTB,ATRI,0.229308005427
ENTB,ANIT,0.653532608696
ENTB,ACELX,0.937414965986
ENTB,AGEN,0.0995907230559
MMOR,ACTX,0.117318435754
MMOR,ACAZ,0.150837988827
ENTB,ACTX,0.352447552448
MMOR,ATAZ,0.00559440559441
ENTB,ATAZ,0.172027972028
MMOR,ACXT,0.665734265734
MMOR,AAMI,0.00140056022409
ENTB,ACAZ,0.359943977591
MMOR,AMER,0.00140252454418
ENTB,ACXT,0.978962131837
ENTB,AMER,0.00841514726508
ENTB,AAMI,0.0056258790436
SSAP,AMET,0.279829545455
MMOR,AMEC,0.525862068966
MMOR,ATEM,0.00437317784257
MMOR,AERT,0.00291545189504
COLIF,ACOL,0.226331360947
COLIF,ATEM,0.0758928571429
ENTB,AMEC,0.0401188707281
ECLO,ATRI,0.284627092846
ECLO,ACIP,0.114155251142
ECLO,AGEN,0.118902439024
ECLO,ACELX,0.942073170732
ECLO,AAUG,0.960365853659
ECLO,ANIT,0.671779141104
COLIF,AERT,0.0717628705148
MMOR,ACOL,0.942006269592
ECLO,ACXT,0.976114649682
ECLO,ACAZ,0.297770700637
ECLO,ACTX,0.300955414013
ECLO,AAMI,0.00637958532695
ECLO,AMER,0.0111642743222
ECLO,AERT,0.140575079872
ECLO,ATAZ,0.1792
ECLO,ATEM,0.0192926045016
ECLO,AMEC,0.0242326332795
ENTB,ACOL,0.0929853181077
SSAP,APEN,0.847790507365
KLEBS,AAUG,0.631751227496
KLEBS,ACIP,0.720130932897
ENTB,AERT,0.142857142857
KLEBS,AGEN,0.475247524752
KLEBS,ANIT,0.623762376238
KLEBS,ACELX,0.767326732673
KLEBS,ATRI,0.804958677686
ENTB,ATEM,0.0597014925373
KPNE,AAMPC,0.604203152364
PAER,ATOB,0.18281535649
BHSB,ATEI,0.0
KLEBS,ACTX,0.770794824399
KLEBS,AAMI,0.0517560073937
KLEBS,ACAZ,0.752310536044
KLEBS,ATAZ,0.601851851852
KLEBS,AMER,0.0259259259259
KLEBS,ACXT,0.30241187384
PAER,ACOL,0.0152091254753
PAER,AAZT,0.624045801527
COLIF,AMEC,0.159763313609
KLEBS,AMEC,0.254437869822
SAUR,AVAN,0.00201612903226
ENTC,A_CEFPODOX,0.927419354839
ECLO,AESBL,0.81589958159
ECLO,AAMPC,0.0210084033613
KLEBS,ACOL,0.137634408602
ENTB,AAMPC,0.0322580645161
ECLO,ACOL,0.00873362445415
MMOR,AAMPC,0.225382932166
PSEUD,AIMP,0.107623318386
KLEBS,AERT,0.103370786517
KLEBS,ATEM,0.178733031674
SAUR,AMLS,0.647058823529
ENTB,AESBL,0.911363636364
ENTAE,ACIP,0.0487238979118
ENTAE,AGEN,0.0348027842227
ENTAE,ATRI,0.136890951276
ENTAE,AAUG,0.958139534884
ENTAE,ANIT,0.662790697674
ENTAE,ACELX,0.925407925408
SSAP,ACLI,0.178743961353
COLIF,AESBL,0.688405797101
SSAP,AERY,0.45145631068
ENTC,ATET,0.689655172414
SSAP,ATET,0.0953545232274
ENTAE,ACAZ,0.21760391198
ENTAE,AMER,0.0122249388753
ENTAE,AAMI,0.00733496332518
ENTAE,ACTX,0.20782396088
ENTAE,ACXT,0.987775061125
ENTAE,ATAZ,0.158924205379
SSAP,AFUS,0.746305418719
MMOR,AESBL,0.942786069652
ENTAE,AERT,0.111940298507
ENTAE,AMEC,0.0746268656716
BHSB,AMLS,0.8675
ENTAE,ATEM,0.025
CNS,ACELX,0.100278551532
PROTE,AMER,0.00869565217391
PROTE,ACAZ,0.179710144928
PROTE,ACXT,0.165217391304
PROTE,ACTX,0.176811594203
PROTE,AAMI,0.046511627907
CNS,ARIF,0.0614035087719
PROTE,ATAZ,0.0116959064327
ENTAE,AAMPC,0.0302114803625
PMIR,AMER,0.00302114803625
COLIF,AAMPC,0.360606060606
PMIR,ATAZ,0.0212765957447
PMIR,ACAZ,0.127659574468
PMIR,AAMI,0.063829787234
PMIR,ACTX,0.183486238532
PMIR,ACXT,0.107033639144
PROTE,ACOL,0.947852760736
ENTAE,ACOL,0.0125786163522
PMIR,AERT,0.00634920634921
PMIR,ATEM,0.00634920634921
PMIR,AMEC,0.406349206349
PROTE,AMEC,0.480891719745
CNS,ANOV,0.0828025477707
ENTAE,AESBL,0.938511326861
KLEBS,AESBL,0.204778156997
COLIF,ACXM,0.5
CNS,AMUP,0.0989399293286
CNS,AVAN,0.0
PROTE,AERT,0.014440433213
PMIR,ACOL,0.927536231884
PROTE,ATEM,0.0218181818182
CNS,AMLS,0.634686346863
COLIF,AIMP,0.0121457489879
SSAP,ANOV,0.982832618026
SSAP,ACELX,0.0884955752212
CFRE,ATRI,0.215246636771
CFRE,ACIP,0.14798206278
CFRE,ACELX,0.90134529148
CFRE,AGEN,0.156950672646
CFRE,ANIT,0.067264573991
CFRE,AAUG,0.928251121076
CFRE,AMER,0.0191387559809
CFRE,AERT,0.0533980582524
CFRE,AAMI,0.0436893203883
CFRE,ACAZ,0.23786407767
CFRE,ACXT,0.966019417476
CFRE,ATEM,0.0339805825243
CFRE,ATAZ,0.150485436893
CFRE,AMEC,0.0339805825243
CFRE,ACTX,0.219512195122
SMAR,AGEN,0.00502512562814
SMAR,ACIP,0.0753768844221
SMAR,ACELX,1.0
SMAR,ATRI,0.442211055276
SMAR,AAUG,0.959798994975
SMAR,ANIT,0.984848484848
SMAR,ATAZ,0.030612244898
SMAR,ACAZ,0.0204081632653
SMAR,AAMI,0.00510204081633
SMAR,ACTX,0.0663265306122
SMAR,ACXT,0.852040816327
SMAR,AMER,0.0
SMAR,AMEC,0.194871794872
SMAR,AERT,0.0102564102564
SMAR,ATEM,0.0769230769231
CITRO,ACIP,0.112903225806
CITRO,ATRI,0.193548387097
CITRO,AAUG,0.876344086022
CITRO,ACELX,0.767567567568
CITRO,ANIT,0.0540540540541
CITRO,AGEN,0.125
KLEBS,AAMPC,0.652173913043
EFAS,ANIT,0.0337078651685
ENTB,A_CEFPODOX,0.534090909091
EFAS,AAMO,0.00571428571429
SAUR,ANOV,0.046511627907
EFAM,AVAN,0.3
EFAS,ATRI,0.209302325581
SAUR,ACELX,0.27485380117
EFAS,AVAN,0.0350877192982
EFAM,AAMO,0.987951807229
CFRE,ACOL,0.00606060606061
EFAM,ANIT,0.646341463415
CFRE,AAMPC,0.0496894409938
CFRE,AESBL,0.8375
CITRO,AMER,0.0189873417722
CITRO,ATAZ,0.229299363057
CITRO,ACAZ,0.394904458599
PMIR,AESBL,0.751592356688
CITRO,ACXT,0.96178343949
ACINE,ACIP,0.0764331210191
CITRO,ACTX,0.397435897436
EFAM,ATRI,0.621794871795
SMAR,ACOL,0.634615384615
CITRO,AAMI,0.0193548387097
ACINE,AGEN,0.0392156862745
KLEBS,A_CEFPODOX,0.771241830065
CITRO,AMEC,0.0460526315789
PAER,A_TIMENTIN,0.36
PROTE,AESBL,0.864864864865
PSEUD,ACOL,0.0208333333333
SMAR,AESBL,0.979166666667
ECOL,A_TIMENTIN,0.923076923077
CITRO,AERT,0.0915492957746
CITRO,ATEM,0.0492957746479
ECOL,A_SULPHAME,0.858156028369
SSAP,ARIF,0.0283687943262
PSEUD,ATOB,0.143884892086
SMAR,AAMPC,0.0802919708029
CITRO,ACOL,0.0687022900763
SSAP,AVAN,0.0152671755725
ENTB,ACXM,0.746153846154
ENTB,AIMP,0.0234375
SSAP,AMUP,0.16
ACINE,AAUG,0.08
PSEUD,AAZT,0.690476190476
PMIR,AAMPC,0.833333333333
ACINE,ATRI,0.967741935484
ACINE,ANIT,0.943548387097
ACINE,ACELX,0.471544715447
SERRA,AGEN,0.0
SERRA,AAUG,0.95867768595
SERRA,ACIP,0.123966942149
SERRA,ANIT,0.991666666667
PROTE,AAMPC,0.75
SERRA,ACELX,1.0
SERRA,ATRI,0.416666666667
SERRA,ACXT,0.773109243697
SERRA,AMER,0.0
SERRA,AAMI,0.00840336134454
SERRA,ACAZ,0.0840336134454
SERRA,ACTX,0.126050420168
SERRA,ATAZ,0.0252100840336
KLEBS,AIMP,0.0423728813559
SAUR,ATEI,0.0
BHSB,A_CEFPODOX,0.213675213675
KLEBS,ACXM,0.91452991453
SERRA,AMEC,0.269565217391
SSAP,AMLS,0.728971962617
ECOL,AAMO,0.134831460674
SERRA,ACOL,0.650943396226
EFAM,ALIN,0.0192307692308
SMAL,ACOT,0.0961538461538
EFAM,ATEI,0.368932038835
SAUR,ALIN,0.0
CKOS,ATRI,0.163265306122
CKOS,ACIP,0.030612244898
CKOS,AGEN,0.030612244898
CKOS,ANIT,0.183673469388
CKOS,ACELX,0.0816326530612
CKOS,AAUG,0.0510204081633
ENTB,ATOB,0.175257731959
ABAU,ACIP,0.340206185567
SERRA,ATEM,0.0833333333333
SERRA,AERT,0.0208333333333
CITRO,AAMPC,0.0526315789474
CITRO,AESBL,0.905263157895
ABAU,AGEN,0.223404255319
ACINE,AMER,0.0434782608696
EFAM,AGEN,0.728260869565
EFAM,ATET,0.692307692308
ACINE,ATAZ,0.0888888888889
ABAU,ATAZ,0.325842696629
ACINE,AAMI,0.0561797752809
KLEBS,ATOB,0.75
ABAU,AAMI,0.181818181818
ABAU,AMER,0.261363636364
ABAU,AAUG,0.372093023256
ENTC,ATIG,0.0
CNS,ALIN,0.0
ABAU,ANIT,1.0
ABAU,ACELX,1.0
ABAU,ATRI,0.939759036145
PROTE,ACXM,0.530120481928
KOXY,ACELX,0.59756097561
KOXY,AAUG,0.548780487805
KOXY,ATRI,0.268292682927
KOXY,AGEN,0.19512195122
PROTE,AIMP,0.0243902439024
KOXY,ACIP,0.19512195122
KOXY,ANIT,0.0365853658537
COLIF,A_TIMENTIN,0.434210526316
SERRA,AESBL,0.986666666667
COLIF,A_SULPHAME,0.594594594595
ABAU,ACAZ,0.971014492754
ABAU,ACXT,0.970588235294
ABAU,ACTX,1.0
CNS,ATEI,0.0
SERRA,AAMPC,0.184615384615
ABAU,AMEC,0.952380952381
ABAU,ATEM,0.901639344262
PVUL,AGEN,0.0166666666667
PVUL,ANIT,0.983333333333
PVUL,ACELX,0.933333333333
PVUL,ACIP,0.05
PVUL,AAUG,0.05
AHS,ANIT,0.05
PVUL,ATRI,0.533333333333
ABAU,AERT,1.0
SEPI,ACIP,0.366666666667
PROTE,ATOB,0.169491525424
ABAU,ACOL,0.0508474576271
SEPI,AGEN,0.220338983051
AHS,ATRI,0.413793103448
ACINE,ACAZ,0.636363636364
SSAP,AAMO,0.0545454545455
ACINE,ACTX,0.698113207547
ACINE,ACXT,0.716981132075
COLIF,AAMO,0.423076923077
MMOR,A_CEFPODOX,0.192307692308
PSEUD,ATRI,0.94
PSEUD,ACELX,0.98
PSEUD,ANIT,0.96
PSEUD,AAUG,0.86
KOXY,AERT,0.117647058824
KOXY,ATEM,0.0588235294118
KOXY,ATAZ,0.88
KOXY,AMER,0.117647058824
KOXY,AAMI,0.0
KOXY,ACAZ,0.333333333333
KOXY,ACTX,0.588235294118
KOXY,ACXT,0.235294117647
SEPI,ATRI,0.46
KOXY,AMEC,0.64
ALWO,ACIP,0.04
ALWO,AGEN,0.0
ACINE,AMEC,0.489795918367
SEPI,ANIT,0.0208333333333
ACINE,AERT,0.723404255319
ACINE,ATEM,0.702127659574
CNS,A_CEFPODOX,0.270833333333
COLIF,ATOB,0.276595744681
SAUR,A_CEFPODOX,0.382978723404
AHS,AVAN,0.0212765957447
BHSA,ANIT,0.0
PVUL,ACTX,0.0
AHS,ACELX,0.222222222222
SEPI,AMET,0.466666666667
PVUL,AERT,0.0
PVUL,ACXT,0.0222222222222
PVUL,AMEC,0.2
PVUL,AMER,0.0
AHS,ATEI,0.0
BHSA,ATRI,0.0222222222222
PVUL,ACAZ,0.0
PVUL,AAMI,0.0
PVUL,ATEM,0.0
PRET,AGEN,0.0
PRET,AAUG,0.454545454545
ALWO,ATRI,0.954545454545
PRET,ANIT,0.954545454545
PRET,ATRI,0.454545454545
PRET,ACELX,0.545454545455
PRET,ACIP,0.0454545454545
PVUL,ATAZ,0.0
ECOL,AFOS,0.135135135135
AHS,AAUG,0.046511627907
ALWO,ANIT,0.860465116279
ACINE,ACOL,0.0238095238095
ALWO,AAUG,0.0
SEPI,AAUG,0.0238095238095
KPNE,ATOB,0.761904761905
ALWO,ACELX,0.0243902439024
KOXY,AESBL,0.560975609756
PSEUD,A_TIMENTIN,0.375
BHSA,ACELX,0.0512820512821
AHS,ACIP,0.552631578947
MMOR,ACXM,0.891891891892
SHAEM,ACIP,0.432432432432
AHS,AAMO,0.0540540540541
SHAEM,AGEN,0.27027027027
BHSA,AAMO,0.0
SHAEM,ATRI,0.314285714286
KOXY,ACOL,0.0285714285714
SEPI,APEN,0.8
SMAL,ACIP,0.823529411765
SEPI,AFUS,0.617647058824
SEPI,ATET,0.294117647059
PVUL,ACOL,0.941176470588
PSTUA,ATRI,0.764705882353
PSTUA,ACELX,0.382352941176
SMAL,ANIT,0.970588235294
PSTUA,ANIT,0.970588235294
PSTUA,AGEN,0.382352941176
PSTUA,ACIP,0.264705882353
SEPI,ACLI,0.529411764706
PSTUA,AAUG,0.970588235294
SEPI,AERY,0.705882352941
SMAL,ATRI,1.0
SHAEM,ANIT,0.0
SMAL,AAUG,0.333333333333
AHS,APEN,0.0909090909091
SMAL,AGEN,0.625
MMOR,ATOB,0.0
SMAL,ACELX,1.0
MMOR,AIMP,0.03125
BHSA,AERY,0.0645161290323
BHSA,APEN,0.0
BHSA,ATET,0.0645161290323
AHS,AERY,0.3
PAER,AAUG,0.84
PAER,ATRI,0.88
PAER,ANIT,0.84
PSTUA,ACAZ,0.0
PSTUA,AMER,0.0
PSTUA,AERT,0.0
PSTUA,AAMI,0.0
PSTUA,ACXT,0.0
PSTUA,ACTX,0.0
PSTUA,ATEM,0.0
PSTUA,ATAZ,0.0
PSTUA,AMEC,0.2
PVUL,AESBL,1.0
PAER,ACELX,0.916666666667
SERRA,A_CEFPODOX,0.206896551724
AHS,ACLI,0.206896551724
BHSCG,ANIT,0.0689655172414
CNS,AAMO,0.333333333333
BHSCG,ATRI,0.0714285714286
ENTC,ADAP,
PSTUA,ACOL,1.0
ACINE,AESBL,0.692307692308
BHSA,ACIP,0.185185185185
SERRA,AIMP,0.0
CITRO,A_CEFPODOX,0.666666666667
SSAP,A_CEFPODOX,0.481481481481
SERRA,ACXM,0.962962962963
SHAEM,ACLI,0.346153846154
BHSA,ACLI,0.0769230769231
SHAEM,AERY,0.730769230769
SHAEM,APEN,0.730769230769
SHAEM,ATET,0.230769230769
A_PROVIDEN,ACELX,0.68
A_PROVIDEN,AGEN,0.08
A_PROVIDEN,ANIT,0.96
A_PROVIDEN,ATRI,0.56
A_PROVIDEN,AAUG,0.72
SSAP,ALIN,0.04
A_PROVIDEN,ACIP,0.12
SHAEM,ACELX,0.208333333333
ABAU,AESBL,0.791666666667
AHS,ATET,0.5
ECLO,ATOB,0.0869565217391
SERRA,ATOB,0.0434782608696
PPUT,ACIP,0.0869565217391
PPUT,AGEN,0.0434782608696
PRET,ATEM,0.0
PPUT,AAMI,0.0
PPUT,ACAZ,0.0454545454545
PRET,AMEC,0.590909090909
PRET,AERT,0.0454545454545
PPUT,AMER,0.409090909091
KOXY,AAMPC,0.590909090909
PPUT,ATAZ,0.0909090909091
PRET,AAMI,0.047619047619
PRET,ACAZ,0.047619047619
BHSCG,AAMO,0.0
PRET,ATAZ,0.047619047619
PRET,AMER,0.047619047619
PRET,ACXT,0.0952380952381
PRET,ACTX,0.047619047619
BHSA,AGEN,0.1
CITRO,ACXM,0.7
BHSCG,APEN,0.0
BHSCG,AERY,0.05
ALWO,AMER,0.0
CITRO,AIMP,0.1
ALWO,AAMI,0.0
LFC,ATRI,0.25
BHSCG,ACELX,0.05
AHS,AGEN,0.1
SHAEM,AAMO,0.15
PRET,ACOL,0.894736842105
CORYN,ACIP,0.421052631579
LFC,ACIP,0.105263157895
BHSCG,ATET,0.263157894737
LFC,AAUG,0.210526315789
ACINE,AAMPC,0.5
ALWO,ATAZ,0.0
ENTC,ACHL,0.277777777778
CITRO,ATOB,0.166666666667
A_PROVIDEN,ATEM,0.0555555555556
EFAS,ATEI,0.222222222222
A_PROVIDEN,AMEC,0.5
A_PROVIDEN,ACXT,0.294117647059
LFC,AGEN,0.0588235294118
SSAP,ATEI,0.0588235294118
A_PROVIDEN,AAMI,0.0588235294118
A_ANAEROBE,AMTZ,0.0
CORYN,ATRI,0.764705882353
BHSA,AAUG,0.0
A_PROVIDEN,ATAZ,0.117647058824
A_PROVIDEN,ACTX,0.117647058824
A_PROVIDEN,AMER,0.0588235294118
LFC,ANIT,0.294117647059
A_PROVIDEN,ACAZ,0.117647058824
PSEUD,ACTX,0.764705882353
CORYN,AGEN,0.0
A_PROVIDEN,AERT,0.117647058824
STREP,ATRI,0.529411764706
EFAS,AGEN,0.375
BHSCG,ACLI,0.0
ENTC,ARIF,0.875
EFAS,ALIN,0.0
LFC,ACELX,0.1875
SMAL,ACAZ,0.25
STREP,ANIT,0.0625
PSEUD,AMEC,0.875
A_PROVIDEN,ACOL,0.9375
KPNE,AFOS,0.6
MCOL,ANIT,0.266666666667
PVUL,AAMPC,0.933333333333
ENTC,A_SULPHAME,1.0
MCOL,ACIP,0.333333333333
MCOL,AGEN,0.133333333333
ABAU,A_CEFPODOX,1.0
MCOL,ACELX,0.466666666667
MCOL,ATRI,0.666666666667
SHAEM,AMLS,0.6
PSEUD,ACXT,0.933333333333
SHAEM,AFUS,0.466666666667
KLEBS,A_TIMENTIN,0.933333333333
SMAL,ATAZ,0.133333333333
MCOL,AAUG,0.333333333333
CKOS,ACAZ,0.285714285714
CKOS,AMEC,0.0714285714286
CKOS,AMER,0.0
CKOS,ATAZ,0.142857142857
CKOS,ATEM,0.0714285714286
CKOS,AERT,0.0
SMAL,AAMI,0.642857142857
CKOS,ACXT,0.285714285714
CKOS,ACTX,0.5
CKOS,AAMI,0.0
SMAL,AMER,0.785714285714
SMAL,ACXT,0.923076923077
PSTUA,AESBL,1.0
STAPH,AGEN,0.230769230769
SMAL,AMEC,0.923076923077
SMAL,ACTX,0.461538461538
ABAU,AAMPC,0.230769230769
PSEUD,A_CEFPODOX,1.0
A_MBG,ACIP,0.230769230769
ABAU,ACXM,1.0
A_MBG,ATRI,0.166666666667
BHSCG,ACIP,0.153846153846
A_MBG,ANIT,0.25
STAPH,ACIP,0.230769230769
SMAL,ACOL,0.0
PSTUA,AAMPC,0.846153846154
SEPI,AMLS,0.416666666667
CORYN,APEN,0.333333333333
CORYN,AAUG,0.0
ALWO,ACXT,0.5
PRET,AESBL,0.916666666667
CKOS,AESBL,0.636363636364
KLEBS,A_SULPHAME,1.0
A_MBG,AGEN,0.0833333333333
BHSCG,AAUG,0.0
CKOS,ACOL,0.0
SMIL,ATRI,0.0833333333333
SMIL,ANIT,0.166666666667
ALWO,ACAZ,0.416666666667
ALWO,ACTX,0.416666666667
SMAL,AERT,0.909090909091
A_MBG,AAUG,0.363636363636
A_LACTOBAC,APEN,0.454545454545
EFAM,ATIG,0.0
ENTAE,ATOB,0.0909090909091
CORYN,ANIT,0.909090909091
CNS,ACXT,0.363636363636
SMAL,ATEM,0.909090909091
PSEUD,AERT,0.818181818182
PSEUD,ATEM,0.909090909091
STAPH,ATRI,0.272727272727
A_LACTOBAC,AGEN,0.0
A_LACTOBAC,AERY,0.181818181818
KPNE,ATIG,0.363636363636
SEPI,ARIF,0.0
SEPI,AMUP,0.0909090909091
A_LACTOBAC,ATRI,0.727272727273
ECOL,ACPO,1.0
SAGA,ANIT,0.0
COLIF,ACOT,0.2
PRET,AAMPC,0.9
A_MBG,ACELX,0.4
CORYN,ACELX,0.0
CORYN,AMET,0.0
STAPH,ANIT,0.0
ABAU,AIMP,0.5
BHSCG,AVAN,0.0
A_LACTOBAC,ACIP,0.8
STREP,APEN,0.0
BHSA,AMLS,0.9
SHAEM,AMET,0.7
ALWO,AERT,0.6
A_LACTOBAC,ACLI,0.4
STREP,ACELX,0.1
SEPI,ACELX,0.1
ENTC,ACOL,0.777777777778
STAPH,AERY,0.666666666667
SLIQ,ACIP,0.0
AEROC,AVAN,0.0
COLIF,AFOS,0.111111111111
SLIQ,ACTX,0.0
PSEUD,AESBL,1.0
SLIQ,ATRI,0.333333333333
SLIQ,AERT,0.0
SLIQ,ATEM,0.0
SLIQ,AGEN,0.0
SLIQ,ATAZ,0.0
ALWO,AMEC,0.111111111111
SLIQ,AMEC,0.222222222222
CKOS,AAMPC,0.625
ALWO,ACOL,0.0
SLIQ,ACELX,1.0
SLIQ,AMER,0.0
PSEUD,AAMPC,0.125
STAPH,ACLI,0.222222222222
PROTE,A_TIMENTIN,0.0
ALWO,ATEM,0.0
SLIQ,ANIT,1.0
STAPH,ATET,0.222222222222
SLIQ,ACXT,0.444444444444
STREP,AERY,0.222222222222
CORYN,ACLI,0.777777777778
BHSA,AVAN,0.0
CORYN,AERY,0.555555555556
SLIQ,AAMI,0.0
CORYN,ATET,0.111111111111
SLIQ,ACAZ,0.0
STAPH,APEN,0.777777777778
SLIQ,AAUG,0.444444444444
SHAEM,AAUG,0.111111111111
CORYN,AFUS,0.375
A_LACTOBAC,ACELX,0.25
SMIT,ANIT,0.0
A_SBOVIS,ANIT,0.0
A_PROVIDEN,AESBL,0.875
A_LACTOBAC,ANIT,0.375
STAPH,AFUS,0.625
ENTB,A_TIMENTIN,0.625
BHSB,ALIN,0.0
ACINE,A_CEFPODOX,0.75
SAGA,ATRI,0.125
ECOL,ATIG,0.125
ENTB,A_SULPHAME,0.5
SMIT,AVAN,0.0
STAPH,AMET,0.75
STAPH,AAUG,0.125
BHSCG,AGEN,0.125
STREP,AVAN,0.0
STREP,ACLI,0.25
A_LACTOBAC,ATET,0.25
SMIL,AAMO,0.0
A_SBOVIS,ATRI,0.857142857143
SAGA,AVAN,0.0
PROTE,A_SULPHAME,0.714285714286
EASB,ANIT,0.571428571429
EASB,AGEN,0.0
SMIT,APEN,0.0
SHAEM,ARIF,0.0
BHSB,ASYN,0.142857142857
SMIL,APEN,0.0
EASB,ACIP,0.0
SHAEM,AMUP,0.0
EASB,ACELX,0.571428571429
EASB,AAUG,0.714285714286
NGON,ACIP,0.571428571429
NLF,ACIP,0.142857142857
A_LACTOBAC,AAMO,0.0
A_PROVIDEN,AAMPC,0.857142857143
SMIT,AERY,0.428571428571
SMIL,ATET,0.166666666667
EASB,ATRI,0.0
SMIL,AERY,0.166666666667
KLEBS,AAMO,1.0
MCOL,AMER,0.285714285714
PMIR,ATOB,0.285714285714
MCOL,ACXT,0.571428571429
KLEBS,ATIG,0.857142857143
MCOL,ACTX,0.428571428571
AHS,AMLS,0.857142857143
MCOL,ACAZ,0.428571428571
ECOL,AAZT,0.428571428571
ABAU,ATOB,0.428571428571
MCOL,ATAZ,0.285714285714
MCOL,AAMI,0.142857142857
STREP,ACIP,0.714285714286
STREP,AAUG,0.0
STREP,AAMO,0.0
SMIL,ACLI,0.166666666667
SAUR,ACXT,0.0
